"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"IHE.SVCM.Audit.Code.Validate","AuditEvent","AuditEvent","","","",0,*,"","","","null {[]} {[]}
","Event record kept for security purposes","A record of an event made for purposes of maintaining a security log. Typical uses include detection of intrusion attempts and monitoring for inappropriate usage.","Based on IHE-ATNA.","","","","","","","","",,,,,"",,,,"AuditEvent",0,*,"",""
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:server.network","AuditEvent.agent.network","","","",1,1,"","","","BackboneElement {[]} {[]}
","Logical network location for application activity","Logical network location for application activity, if the activity has a network location.","","","","","","","","","",,,,,"",,,,"AuditEvent.agent.network",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:server.network.id","AuditEvent.agent.network.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:server.network.extension","AuditEvent.agent.network.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:server.network.modifierExtension","AuditEvent.agent.network.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:server.network.address","AuditEvent.agent.network.address","","","",0,1,"","","","string {[]} {[]}
","Identifier for the network access point of the user device","An identifier for the network access point of the user device for the audit event.","This could be a device id, IP address or some other identifier associated with a device.","This datum identifies the user's network access point, which may be distinct from the server that performed the action. It is an optional value that may be used to group events recorded on separate servers for analysis of a specific network access point's data access across all servers.","","","","","","","",,,,,"",,,,"AuditEvent.agent.network.address",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:server.network.type","AuditEvent.agent.network.type","","","",0,1,"","","","code {[]} {[]}
","The type of network access point","An identifier for the type of network access point that originated the audit event.","","This datum identifies the type of network access point identifier of the user device for the audit event. It is an optional value that may be used to group events recorded on separate servers for analysis of access according to a network access point's type.","","","","","","","",,"required","The type of network access point of this agent in the audit event.","http://hl7.org/fhir/ValueSet/network-type|4.0.1","",,,,"AuditEvent.agent.network.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:server.purposeOfUse","AuditEvent.agent.purposeOfUse","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Reason given for this user","The reason (purpose of use), specific to this agent, that was used during the event being recorded.","Use AuditEvent.agent.purposeOfUse when you know that is specific to the agent, otherwise use AuditEvent.purposeOfEvent. For example, during a machine-to-machine transfer it might not be obvious to the audit system who caused the event, but it does know why.","","","","","","","","",,"extensible","The reason the activity took place.","http://terminology.hl7.org/ValueSet/v3-PurposeOfUse","",,,,"AuditEvent.agent.purposeOfUse",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user","AuditEvent.agent","user","ActiveParticipant
","",0,1,"","","","BackboneElement {[]} {[]}
","Actor involved in the event","An actor taking an active role in the event or activity that is logged.","Several agents may be associated (i.e. have some responsibility for an activity) with an event or activity.

For example, an activity may be initiated by one user for other users or involve more than one user. However, only one user may be the initiator/requestor for the activity.","An agent can be a person, an organization, software, device, or other actors that may be ascribed responsibility.","","","","","","","",,,,,"",,,,"AuditEvent.agent",1,*,"",""
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.id","AuditEvent.agent.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.extension","AuditEvent.agent.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.modifierExtension","AuditEvent.agent.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.type","AuditEvent.agent.type","","","",1,1,"","","","CodeableConcept {[]} {[]}
","How agent participated","Specification of the participation type the user plays when performing the event.","","","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <system value=""http://terminology.hl7.org/CodeSystem/v3-ParticipationType""/>
    <code value=""IRCP""/>
  </coding>
</valueCodeableConcept>","","","",,"extensible","The Participation type of the agent to the event.","http://hl7.org/fhir/ValueSet/participation-role-type","",,,,"AuditEvent.agent.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.role","AuditEvent.agent.role","","","",0,*,"Y","","","CodeableConcept {[]} {[]}
","Agent role in the event","The security role that the user was acting under, that come from local codes defined by the access control security system (e.g. RBAC, ABAC) used in the local context.","Should be roles relevant to the event. Should  not be an exhaustive list of roles.","This value ties an audited event to a user's role(s). It is an optional value that might be used to group events for analysis by user functional role categories.","","","","","","","",,"example","What security role enabled the agent to participate in the event.","http://hl7.org/fhir/ValueSet/security-role-type","",,,,"AuditEvent.agent.role",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.who","AuditEvent.agent.who","","userId
","",1,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device], CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson]]}
","Identifier of who","Reference to who this agent is that was involved in the event.","Where a User ID is available it will go into who.identifier.","This field ties an audit event to a specific resource or identifier.","","","","","","","",,,,,"",,,,"AuditEvent.agent.who",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.altId","AuditEvent.agent.altId","","","",0,1,"","","","string {[]} {[]}
","Alternative User identity","Alternative agent Identifier. For a human, this should be a user identifier text string from authentication system. This identifier would be one known to a common authentication system (e.g. single sign-on), if available.","","In some situations, a human user may authenticate with one identity but, to access a specific application system, may use a synonymous identify. For example, some ""single sign on"" implementations will do this. The alternative identifier would then be the original identify  used for authentication, and the User ID is the one known to and used by the application.","","","","","","","",,,,,"",,,,"AuditEvent.agent.altId",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.name","AuditEvent.agent.name","","","",0,1,"Y","","","string {[]} {[]}
","Human friendly name for the agent","Human-meaningful name for the agent.","","The User ID and Authorization User ID may be internal or otherwise obscure values. This field assists the auditor in identifying the actual user.","","","","","","","",,,,,"",,,,"AuditEvent.agent.name",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.requestor","AuditEvent.agent.requestor","","","",1,1,"","","Y","boolean {[]} {[]}
","Whether user is initiator","Indicator that the user is or is not the requestor, or initiator, for the event being audited.","There can only be one initiator. If the initiator is not clear, then do not choose any one agent as the initiator.","This value is used to distinguish between requestor-users and recipient-users. For example, one person may initiate a report-output to be sent to another user.","","","","<valueBoolean xmlns=""http://hl7.org/fhir"" value=""true""/>","","","",,,,,"",,,,"AuditEvent.agent.requestor",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.location","AuditEvent.agent.location","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location]]}
","Where","Where the event occurred.","","","","","","","","","",,,,,"",,,,"AuditEvent.agent.location",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.policy","AuditEvent.agent.policy","","","",0,*,"","","","uri {[]} {[]}
","Policy that authorized event","The policy or plan that authorized the activity being recorded. Typically, a single activity may have multiple applicable policies, such as patient consent, guarantor funding, etc. The policy would also indicate the security token used.","For example: Where an OAuth token authorizes, the unique identifier from the OAuth token is placed into the policy element Where a policy engine (e.g. XACML) holds policy logic, the unique policy identifier is placed into the policy element.","This value is used retrospectively to determine the authorization policies.","","","","","","","",,,,,"",,,,"AuditEvent.agent.policy",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.media","AuditEvent.agent.media","","","",0,0,"","","","Coding {[]} {[]}
","Type of media","Type of media involved. Used when the event is about exporting/importing onto media.","","Usually, this is used instead of specifying a network address. This field is not used for Media Id (i.e. the serial number of a CD).","","","","","","","",,"extensible","Used when the event is about exporting/importing onto media.","http://hl7.org/fhir/ValueSet/dicm-405-mediatype","",,,,"AuditEvent.agent.media",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.network","AuditEvent.agent.network","","","",0,0,"","","","BackboneElement {[]} {[]}
","Logical network location for application activity","Logical network location for application activity, if the activity has a network location.","","","","","","","","","",,,,,"",,,,"AuditEvent.agent.network",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.network.id","AuditEvent.agent.network.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.network.extension","AuditEvent.agent.network.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.network.modifierExtension","AuditEvent.agent.network.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.network.address","AuditEvent.agent.network.address","","","",0,1,"","","","string {[]} {[]}
","Identifier for the network access point of the user device","An identifier for the network access point of the user device for the audit event.","This could be a device id, IP address or some other identifier associated with a device.","This datum identifies the user's network access point, which may be distinct from the server that performed the action. It is an optional value that may be used to group events recorded on separate servers for analysis of a specific network access point's data access across all servers.","","","","","","","",,,,,"",,,,"AuditEvent.agent.network.address",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.network.type","AuditEvent.agent.network.type","","","",0,1,"","","","code {[]} {[]}
","The type of network access point","An identifier for the type of network access point that originated the audit event.","","This datum identifies the type of network access point identifier of the user device for the audit event. It is an optional value that may be used to group events recorded on separate servers for analysis of access according to a network access point's type.","","","","","","","",,"required","The type of network access point of this agent in the audit event.","http://hl7.org/fhir/ValueSet/network-type|4.0.1","",,,,"AuditEvent.agent.network.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.agent:user.purposeOfUse","AuditEvent.agent.purposeOfUse","","","",0,*,"Y","","","CodeableConcept {[]} {[]}
","Reason given for this user","The reason (purpose of use), specific to this agent, that was used during the event being recorded.","Use AuditEvent.agent.purposeOfUse when you know that is specific to the agent, otherwise use AuditEvent.purposeOfEvent. For example, during a machine-to-machine transfer it might not be obvious to the audit system who caused the event, but it does know why.","","","","","","","","",,"extensible","The reason the activity took place.","http://terminology.hl7.org/ValueSet/v3-PurposeOfUse","",,,,"AuditEvent.agent.purposeOfUse",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.source","AuditEvent.source","","","",1,1,"Y","","","BackboneElement {[]} {[]}
","Audit Event Reporter","The system that is reporting the event.","Since multi-tier, distributed, or composite applications make source identification ambiguous, this collection of fields may repeat for each application or process actively involved in the event. For example, multiple value-sets can identify participating web servers, application processes, and database server threads in an n-tier distributed application. Passive event participants (e.g. low-level network transports) need not be identified.","The event is reported by one source.","","","","","","","",,,,,"",,,,"AuditEvent.source",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.source.id","AuditEvent.source.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.source.extension","AuditEvent.source.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.source.modifierExtension","AuditEvent.source.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.source.site","AuditEvent.source.site","","","",0,1,"","","","string {[]} {[]}
","Logical source location within the enterprise","Logical source location within the healthcare enterprise network.  For example, a hospital or other provider location within a multi-entity provider group.","","This value differentiates among the sites in a multi-site enterprise health information system.","","","","","","","",,,,,"",,,,"AuditEvent.source.site",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.source.observer","AuditEvent.source.observer","","SourceId
","",1,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device], CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson]]}
","The identity of source detecting the event","Identifier of the source where the event was detected.","","This field ties the event to a specific source system. It may be used to group events for analysis according to where the event was detected.","","","","","","","",,,,,"",,,,"AuditEvent.source.observer",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.source.type","AuditEvent.source.type","","","",0,*,"","","","Coding {[]} {[]}
","The type of source where event originated","Code specifying the type of source where event originated.","","This field indicates which type of source is identified by the Audit Source ID. It is an optional value that may be used to group events for analysis according to the type of source where the event occurred.","","","","","","","",,"extensible","Code specifying the type of system that detected and recorded the event.","http://hl7.org/fhir/ValueSet/audit-source-type","",,,,"AuditEvent.source.type",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.entity","AuditEvent.entity","","ParticipantObject
","",1,*,"","","","BackboneElement {[]} {[]}
","Data or objects used","Specific instances of data or objects that have been accessed.","Required unless the values for event identification, agent identification, and audit source identification are sufficient to document the entire auditable event. Because events may have more than one entity, this group can be a repeating set of values.","The event may have other entities involved.","","","","","","","",,,,,"","pattern:type}
","",,"open","AuditEvent.entity",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
sev-1:Either a name or a query (NOT both) {name.empty() or query.empty()}"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.entity.id","AuditEvent.entity.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.entity.extension","AuditEvent.entity.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.entity.modifierExtension","AuditEvent.entity.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.entity.what","AuditEvent.entity.what","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","Specific instance of resource","Identifies a specific instance of the entity. The reference should be version specific.","","","","","","","","","",,,,,"",,,,"AuditEvent.entity.what",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.entity.type","AuditEvent.entity.type","","","",0,1,"","","","Coding {[]} {[]}
","Type of entity involved","The type of the object that was involved in this audit event.","This value is distinct from the user's role or any user relationship to the entity.","To describe the object being acted upon. In addition to queries on the subject of the action in an auditable event, it is also important to be able to query on the object type for the action.","","","","","","","",,"extensible","Code for the entity type involved in the audit event.","http://hl7.org/fhir/ValueSet/audit-entity-type","",,,,"AuditEvent.entity.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.SVCM.Audit.ConceptMap.Read","AuditEvent.entity.role","AuditEvent.entity.role","","","",0,1,"","","","Coding {[]} {[]}
","What role the entity played","Code representing the role the entity played in the event being audited.","","For some detailed audit analysis it may be necessary to indicate a more granular type of entity, based on the application role it serves.","","","","","","","",,"extensible","Code representing the role the entity played in the audit event.","http://hl7.org/fhir/ValueSet/object-role","",,,,"AuditEvent.entity.role",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
