"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"IHE.PIXm.Feed.Create.Audit.Manager","AuditEvent","AuditEvent","","","",0,*,"","","","null {[]} {[]}
","Event record kept for security purposes","A record of an event made for purposes of maintaining a security log. Typical uses include detection of intrusion attempts and monitoring for inappropriate usage.","Based on IHE-ATNA.","","","","","","","","",,,,,"",,,,"AuditEvent",0,*,"",""
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.what.identifier.period","AuditEvent.entity.what.identifier.period","","","",0,1,"","","Y","Period {[]} {[]}
","Time period when id is/was valid for use","Time period during which identifier is/was valid for use.","","","","","","","","","",,,,,"",,,,"Identifier.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.what.identifier.assigner","AuditEvent.entity.what.identifier.assigner","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Organization that issued id (may be just text)","Organization that issued/manages the identifier.","The Identifier.assigner may omit the .reference element and only contain a .display element reflecting the name or other textual information about the assigning organization.","","","","","","","","",,,,,"",,,,"Identifier.assigner",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.what.display","AuditEvent.entity.what.display","","","",0,1,"","","Y","string {[]} {[]}
","Text alternative for the resource","Plain text narrative that identifies the resource in addition to the resource reference.","This is generally not the same as the Resource.text of the referenced resource.  The purpose is to identify what's being referenced, not to fully describe it.","","","","","","","","",,,,,"",,,,"Reference.display",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.type","AuditEvent.entity.type","","","",1,1,"","","","Coding {[]} {[]}
","Type of entity involved","The type of the object that was involved in this audit event.","This value is distinct from the user's role or any user relationship to the entity.","To describe the object being acted upon. In addition to queries on the subject of the action in an auditable event, it is also important to be able to query on the object type for the action.","","","","<valueCoding xmlns=""http://hl7.org/fhir"">
  <system value=""https://profiles.ihe.net/ITI/BALP/CodeSystem/BasicAuditEntityType""/>
  <code value=""XrequestId""/>
</valueCoding>","","","",,"extensible","Code for the entity type involved in the audit event.","http://hl7.org/fhir/ValueSet/audit-entity-type","",,,,"AuditEvent.entity.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.role","AuditEvent.entity.role","","","",0,1,"","","","Coding {[]} {[]}
","What role the entity played","Code representing the role the entity played in the event being audited.","","For some detailed audit analysis it may be necessary to indicate a more granular type of entity, based on the application role it serves.","","","","","","","",,"extensible","Code representing the role the entity played in the audit event.","http://hl7.org/fhir/ValueSet/object-role","",,,,"AuditEvent.entity.role",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.lifecycle","AuditEvent.entity.lifecycle","","","",0,1,"","","","Coding {[]} {[]}
","Life-cycle stage for the entity","Identifier for the data life-cycle stage for the entity.","This can be used to provide an audit trail for data, over time, as it passes through the system.","Institutional policies for privacy and security may optionally fall under different accountability rules based on data life cycle. This provides a differentiating value for those cases.","","","","","","","",,"extensible","Identifier for the data life-cycle stage for the entity.","http://hl7.org/fhir/ValueSet/object-lifecycle-events","",,,,"AuditEvent.entity.lifecycle",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.securityLabel","AuditEvent.entity.securityLabel","","","",0,*,"","","","Coding {[]} {[]}
","Security labels on the entity","Security labels for the identified entity.","Copied from entity meta security tags.","This field identifies the security labels for a specific instance of an object, such as a patient, to detect/track privacy and security issues.","","","","","","","",,"extensible","Security Labels from the Healthcare Privacy and Security Classification System.","http://hl7.org/fhir/ValueSet/security-labels","",,,,"AuditEvent.entity.securityLabel",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.name","AuditEvent.entity.name","","","",0,1,"","","Y","string {[]} {[]}
","Descriptor for entity","A name of the entity in the audit event.","This field may be used in a query/report to identify audit events for a specific person.  For example, where multiple synonymous entity identifiers (patient number, medical record number, encounter number, etc.) have been used.","Use only where entity can't be identified with an identifier.","","","","","","","",,,,,"",,,,"AuditEvent.entity.name",0,1,"sev-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.description","AuditEvent.entity.description","","","",0,1,"","","","string {[]} {[]}
","Descriptive text","Text that describes the entity in more detail.","","Use only where entity can't be identified with an identifier.","","","","","","","",,,,,"",,,,"AuditEvent.entity.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.query","AuditEvent.entity.query","","","",0,1,"","","Y","base64Binary {[]} {[]}
","Query parameters","The query parameters for a query-type entities.","The meaning and secondary-encoding of the content of base64 encoded blob is specific to the AuditEvent.type, AuditEvent.subtype, AuditEvent.entity.type, and AuditEvent.entity.role.  The base64 is a general-use and safe container for event specific data blobs regardless of the encoding used by the transaction being recorded.  An AuditEvent consuming application must understand the event it is consuming and the formats used by the event. For example, if auditing an Oracle network database access, the Oracle formats must be understood as they will be simply encoded in the base64binary blob.","For query events, it may be necessary to capture the actual query input to the query process in order to identify the specific event. Because of differences among query implementations and data encoding for them, this is a base 64 encoded data blob. It may be subsequently decoded or interpreted by downstream audit analysis processing.","","","","","","","",,,,,"",,,,"AuditEvent.entity.query",0,1,"sev-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.detail","AuditEvent.entity.detail","","","",0,*,"","","","BackboneElement {[]} {[]}
","Additional Information about the entity","Tagged value pairs for conveying additional information about the entity.","","Implementation-defined data about specific details of the object accessed or used.","","","","","","","",,,,,"",,,,"AuditEvent.entity.detail",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.detail.id","AuditEvent.entity.detail.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.detail.extension","AuditEvent.entity.detail.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.detail.modifierExtension","AuditEvent.entity.detail.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.detail.type","AuditEvent.entity.detail.type","","","",1,1,"","","","string {[]} {[]}
","Name of the property","The type of extra detail provided in the value.","","","","","","","","","",,,,,"",,,,"AuditEvent.entity.detail.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:transaction.detail.value[x]","AuditEvent.entity.detail.value[x]","","","",1,1,"","","","string {[]} {[]}
base64Binary {[]} {[]}","Property value","The  value of the extra detail.","The value can be string when known to be a string, else base64 encoding should be used to protect binary or undefined content.  The meaning and secondary-encoding of the content of base64 encoded blob is specific to the AuditEvent.type, AuditEvent.subtype, AuditEvent.entity.type, and AuditEvent.entity.role.  The base64 is a general-use and safe container for event specific data blobs regardless of the encoding used by the transaction being recorded.  An AuditEvent consuming application must understand the event it is consuming and the formats used by the event. For example if auditing an Oracle network database access, the Oracle formats must be understood as they will be simply encoded in the base64binary blob.","Should not duplicate the entity value unless absolutely necessary.","","","","","","","",,,,,"",,,,"AuditEvent.entity.detail.value[x]",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query","AuditEvent.entity","query","ParticipantObject
","",1,1,"","","","BackboneElement {[]} {[]}
","Search Parameters","Specific instances of data or objects that have been accessed.","Required unless the values for event identification, agent identification, and audit source identification are sufficient to document the entire auditable event. Because events may have more than one entity, this group can be a repeating set of values.","The event may have other entities involved.","","","","","","","",,,,,"",,,,"AuditEvent.entity",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
sev-1:Either a name or a query (NOT both) {name.empty() or query.empty()}"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.id","AuditEvent.entity.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.extension","AuditEvent.entity.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.modifierExtension","AuditEvent.entity.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.what","AuditEvent.entity.what","","","",0,0,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","Specific instance of resource","Identifies a specific instance of the entity. The reference should be version specific.","","","","","","","","","",,,,,"",,,,"AuditEvent.entity.what",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.type","AuditEvent.entity.type","","","",1,1,"","","","Coding {[]} {[]}
","Type of entity involved","The type of the object that was involved in this audit event.","This value is distinct from the user's role or any user relationship to the entity.","To describe the object being acted upon. In addition to queries on the subject of the action in an auditable event, it is also important to be able to query on the object type for the action.","","","","<valueCoding xmlns=""http://hl7.org/fhir"">
  <system value=""http://terminology.hl7.org/CodeSystem/audit-entity-type""/>
  <code value=""2""/>
</valueCoding>","","","",,"extensible","Code for the entity type involved in the audit event.","http://hl7.org/fhir/ValueSet/audit-entity-type","",,,,"AuditEvent.entity.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.role","AuditEvent.entity.role","","","",0,1,"","","","Coding {[]} {[]}
","What role the entity played","Code representing the role the entity played in the event being audited.","","For some detailed audit analysis it may be necessary to indicate a more granular type of entity, based on the application role it serves.","","","","<valueCoding xmlns=""http://hl7.org/fhir"">
  <system value=""http://terminology.hl7.org/CodeSystem/object-role""/>
  <code value=""24""/>
</valueCoding>","","","",,"extensible","Code representing the role the entity played in the audit event.","http://hl7.org/fhir/ValueSet/object-role","",,,,"AuditEvent.entity.role",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.lifecycle","AuditEvent.entity.lifecycle","","","",0,0,"","","","Coding {[]} {[]}
","Life-cycle stage for the entity","Identifier for the data life-cycle stage for the entity.","This can be used to provide an audit trail for data, over time, as it passes through the system.","Institutional policies for privacy and security may optionally fall under different accountability rules based on data life cycle. This provides a differentiating value for those cases.","","","","","","","",,"extensible","Identifier for the data life-cycle stage for the entity.","http://hl7.org/fhir/ValueSet/object-lifecycle-events","",,,,"AuditEvent.entity.lifecycle",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.securityLabel","AuditEvent.entity.securityLabel","","","",0,*,"","","","Coding {[]} {[]}
","may contain the security labels on the Bundle search set returned","Security labels for the identified entity.","Copied from entity meta security tags.","This field identifies the security labels for a specific instance of an object, such as a patient, to detect/track privacy and security issues.","","","","","","","",,"extensible","Security Labels from the Healthcare Privacy and Security Classification System.","http://hl7.org/fhir/ValueSet/security-labels","",,,,"AuditEvent.entity.securityLabel",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.name","AuditEvent.entity.name","","","",0,1,"","","Y","string {[]} {[]}
","Descriptor for entity","A name of the entity in the audit event.","This field may be used in a query/report to identify audit events for a specific person.  For example, where multiple synonymous entity identifiers (patient number, medical record number, encounter number, etc.) have been used.","Use only where entity can't be identified with an identifier.","","","","","","","",,,,,"",,,,"AuditEvent.entity.name",0,1,"sev-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.description","AuditEvent.entity.description","","","",0,1,"","","","string {[]} {[]}
","Descriptive text","Text that describes the entity in more detail.","","Use only where entity can't be identified with an identifier.","","","","","","","",,,,,"",,,,"AuditEvent.entity.description",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.query","AuditEvent.entity.query","","","",1,1,"","","Y","base64Binary {[]} {[]}
","Query parameters","The query parameters for a query-type entities.","The meaning and secondary-encoding of the content of base64 encoded blob is specific to the AuditEvent.type, AuditEvent.subtype, AuditEvent.entity.type, and AuditEvent.entity.role.  The base64 is a general-use and safe container for event specific data blobs regardless of the encoding used by the transaction being recorded.  An AuditEvent consuming application must understand the event it is consuming and the formats used by the event. For example, if auditing an Oracle network database access, the Oracle formats must be understood as they will be simply encoded in the base64binary blob.","For query events, it may be necessary to capture the actual query input to the query process in order to identify the specific event. Because of differences among query implementations and data encoding for them, this is a base 64 encoded data blob. It may be subsequently decoded or interpreted by downstream audit analysis processing.","","","","","","","",,,,,"",,,,"AuditEvent.entity.query",0,1,"sev-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.detail","AuditEvent.entity.detail","","","",0,0,"","","","BackboneElement {[]} {[]}
","Additional Information about the entity","Tagged value pairs for conveying additional information about the entity.","","Implementation-defined data about specific details of the object accessed or used.","","","","","","","",,,,,"",,,,"AuditEvent.entity.detail",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.detail.id","AuditEvent.entity.detail.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.detail.extension","AuditEvent.entity.detail.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.detail.modifierExtension","AuditEvent.entity.detail.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.detail.type","AuditEvent.entity.detail.type","","","",1,1,"","","","string {[]} {[]}
","Name of the property","The type of extra detail provided in the value.","","","","","","","","","",,,,,"",,,,"AuditEvent.entity.detail.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:query.detail.value[x]","AuditEvent.entity.detail.value[x]","","","",1,1,"","","","string {[]} {[]}
base64Binary {[]} {[]}","Property value","The  value of the extra detail.","The value can be string when known to be a string, else base64 encoding should be used to protect binary or undefined content.  The meaning and secondary-encoding of the content of base64 encoded blob is specific to the AuditEvent.type, AuditEvent.subtype, AuditEvent.entity.type, and AuditEvent.entity.role.  The base64 is a general-use and safe container for event specific data blobs regardless of the encoding used by the transaction being recorded.  An AuditEvent consuming application must understand the event it is consuming and the formats used by the event. For example if auditing an Oracle network database access, the Oracle formats must be understood as they will be simply encoded in the base64binary blob.","Should not duplicate the entity value unless absolutely necessary.","","","","","","","",,,,,"",,,,"AuditEvent.entity.detail.value[x]",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:patient","AuditEvent.entity","patient","ParticipantObject
","",1,1,"","","","BackboneElement {[]} {[]}
","Patient","Specific instances of data or objects that have been accessed.","Required unless the values for event identification, agent identification, and audit source identification are sufficient to document the entire auditable event. Because events may have more than one entity, this group can be a repeating set of values.","The event may have other entities involved.","","","","","","","",,,,,"",,,,"AuditEvent.entity",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
sev-1:Either a name or a query (NOT both) {name.empty() or query.empty()}"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:patient.id","AuditEvent.entity.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:patient.extension","AuditEvent.entity.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:patient.modifierExtension","AuditEvent.entity.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:patient.what","AuditEvent.entity.what","","","",1,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient]]}
","Specific instance of resource","Identifies a specific instance of the entity. The reference should be version specific.","","","","","","","","","",,,,,"",,,,"AuditEvent.entity.what",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:patient.what.id","AuditEvent.entity.what.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:patient.what.extension","AuditEvent.entity.what.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"IHE.PIXm.Query.Audit.Manager","AuditEvent.entity:patient.what.reference","AuditEvent.entity.what.reference","","","",0,1,"","","Y","string {[]} {[]}
","Literal reference, Relative, internal or absolute URL","A reference to a location at which the other resource is found. The reference may be a relative reference, in which case it is relative to the service base URL, or an absolute URL that resolves to the location where the resource is found. The reference may be version specific or not. If the reference is not to a FHIR RESTful server, then it should be assumed to be version specific. Internal fragment references (start with '#') refer to contained resources.","Using absolute URLs provides a stable scalable approach suitable for a cloud/web context, while using relative/logical references provides a flexible approach suitable for use when trading across closed eco-system boundaries.   Absolute URLs do not need to point to a FHIR RESTful server, though this is the preferred approach. If the URL conforms to the structure ""/[type]/[id]"" then it should be assumed that the reference is to a FHIR RESTful server.","","","","","","","","",,,,,"",,,,"Reference.reference",0,1,"ref-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
